mode_main,distance,main_reason,week_day,age,education,female,license,main_activity,cars,temp,precip,wind
pt,1.09836,other,3,18-24,lower,1,0,student,0,14.8,0.2,0
car,1.13254,commuting,3,"less than 18",lower,1,0,student,0,14.8,0.2,0
pt,10.5522,commuting,4,45-54,lower,1,1,employee,1,17.8,0,0
walk,0.152578,taking_bringing_persons,3,"more than 74",lower,1,0,"family caregiver",0,19.1,0,1.9
walk,0.438102,personal_errants,3,65-74,lower,1,0,"family caregiver",0,19.1,0,1.9
car,11.2892,other,1,55-64,higher,0,1,employee,1,16.2,0,3.1
pt,11.2892,taking_bringing_persons,1,55-64,higher,1,1,employee,1,16.2,0,3.1
pt,7.08642,commuting,1,55-64,higher,1,1,employee,1,16.2,0,3.1
pt,7.08642,commuting,1,25-34,higher,1,1,employee,1,16.2,0,3.1
pt,11.4106,commuting,2,45-54,higher,1,1,employee,1,16.2,1,0
walk,1.37049,commuting,2,"less than 18",lower,0,0,student,0,16.2,1,0
car,1.37049,commuting,2,"less than 18",lower,0,0,student,0,16.2,1,0
walk,1.37049,commuting,2,"less than 18",lower,1,0,student,0,16.2,1,0
walk,1.37049,other,2,"less than 18",lower,1,0,student,0,16.2,1,0
pt,10.2214,commuting,4,55-64,higher,0,1,employee,1,17.8,0,0
pt,11.4851,commuting,4,45-54,higher,1,1,employee,1,17.8,0,0
car,2.28349,commuting,4,"less than 18",lower,0,0,student,0,17.8,0,0
pt,3.66004,other,4,18-24,lower,0,1,student,1,17.7,2.8,2.5
pt,8.65917,commuting,4,55-64,higher,1,1,employee,1,17.7,2.8,2.5
car,3.66004,other,4,55-64,higher,1,1,employee,1,17.7,2.8,2.5
pt,11.3356,commuting,4,45-54,higher,0,1,employee,1,21.7,28.9,0
pt,1.31172,taking_bringing_persons,4,45-54,higher,1,1,"family caregiver",1,21.7,28.9,0
car,1.31172,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
car,1.31172,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
pt,12.7823,commuting,1,55-64,higher,0,1,employee,1,16.2,0,3.1
pt,1.14175,other,1,55-64,higher,0,1,employee,1,16.2,0,3.1
pt,2.95257,commuting,1,55-64,higher,1,1,employee,1,16.2,0,3.1
car,1.14175,other,1,55-64,higher,1,1,employee,1,16.2,0,3.1
car,1.14175,other,1,18-24,lower,1,1,student,0,16.2,0,3.1
walk,1.01809,commuting,1,"less than 18",lower,0,0,student,0,16.2,0,3.1
pt,12.5663,personal_errants,4,65-74,higher,0,1,retired/pensioner,1,17.8,0,0
walk,0.611057,shopping,4,65-74,higher,1,1,retired/pensioner,1,17.8,0,0
walk,0.610513,other,3,65-74,higher,0,1,retired/pensioner,1,15,3.5,1.7
pt,3.82674,shopping,3,65-74,higher,1,1,retired/pensioner,1,15,3.5,1.7
pt,9.23672,commuting,3,55-64,lower,0,1,employee,1,18.4,0,2.2
pt,9.23672,commuting,3,45-54,lower,1,0,employee,0,18.4,0,2.2
pt,5.4832,commuting,3,18-24,lower,1,0,employee,0,18.4,0,2.2
walk,0.258409,personal_errants,3,18-24,lower,1,0,employee,0,18.4,0,2.2
walk,0.258409,taking_bringing_persons,3,18-24,lower,1,0,employee,0,18.4,0,2.2
pt,0.538266,commuting,3,"less than 18",lower,0,0,student,0,18.4,0,2.2
walk,0.258409,commuting,3,"less than 18",lower,0,0,student,0,18.4,0,2.2
pt,1.10724,commuting,1,35-44,higher,0,1,employee,1,16.2,0,3.1
car,1.10724,commuting,1,35-44,higher,1,1,employee,0,16.2,0,3.1
car,1.10724,commuting,1,35-44,higher,1,1,employee,1,16.2,0,3.1
car,0.546252,commuting,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
walk,0.546252,commuting,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
car,0.546252,commuting,1,"less than 18",lower,0,0,student,0,16.2,0,3.1
walk,0.546252,commuting,1,"less than 18",lower,0,0,student,0,16.2,0,3.1
pt,15.3025,personal_errants,3,65-74,higher,0,1,retired/pensioner,1,20.8,0.3,1.4
pt,2.01229,taking_bringing_persons,3,65-74,higher,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,0.748365,other,3,55-64,lower,1,0,unemployed,1,20.8,0.3,1.4
car,2.01229,taking_bringing_persons,3,55-64,lower,1,0,unemployed,1,20.8,0.3,1.4
pt,1.67399,commuting,4,45-54,higher,1,1,employee,1,17.7,2.8,2.5
pt,9.41211,commuting,4,25-34,higher,1,1,student,1,17.7,2.8,2.5
walk,1.80874,other,3,35-44,lower,0,0,retired/pensioner,0,14.8,0.2,0
car,2.51548,personal_errants,3,55-64,higher,0,1,retired/pensioner,1,15,3.5,1.7
walk,0.807614,other,3,55-64,higher,0,1,retired/pensioner,1,15,3.5,1.7
pt,2.51548,personal_errants,3,55-64,higher,0,1,retired/pensioner,1,15,3.5,1.7
pt,13.3008,commuting,4,45-54,higher,0,1,employee,1,17.8,0,0
pt,5.00789,commuting,4,45-54,higher,1,1,employee,1,17.8,0,0
walk,0.401077,commuting,4,"less than 18",lower,0,0,student,0,17.8,0,0
pt,2.1157,personal_errants,3,55-64,lower,1,1,other,1,15,3.5,1.7
pt,15.0284,personal_errants,3,65-74,lower,0,1,retired/pensioner,1,15,3.5,1.7
pt,10.1892,shopping,3,65-74,lower,1,1,retired/pensioner,1,15,3.5,1.7
walk,1.13735,commuting,3,45-54,higher,1,1,employee,1,18.4,0,2.2
pt,1.71193,commuting,3,35-44,lower,1,1,employee,1,18.4,0,2.2
pt,29.1523,commuting,3,35-44,lower,0,1,employee,1,18.4,0,2.2
pt,2.35189,commuting,3,"less than 18",lower,1,0,student,0,18.4,0,2.2
car,1.42638,commuting,3,"less than 18",lower,1,0,student,0,18.4,0,2.2
car,13.1201,commuting,3,45-54,lower,0,1,employee,1,19.1,0,1.9
walk,1.81299,commuting,3,25-34,middle,1,1,employee,1,19.1,0,1.9
car,1.22335,commuting,3,55-64,lower,1,1,employee,1,19.1,0,1.9
pt,0.654472,taking_bringing_persons,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,3.31445,commuting,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,8.73431,other,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,9.62679,other,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,9.62317,other,4,35-44,higher,1,1,employee,1,21.7,28.9,0
car,0.654472,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
walk,0.654472,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
car,0.654472,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
walk,0.654472,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
car,11.2391,commuting,2,35-44,higher,0,1,employee,1,15.9,2.4,1.7
pt,9.01794,commuting,2,45-54,higher,0,1,employee,1,15.9,2.4,1.7
pt,0.980204,taking_bringing_persons,2,45-54,higher,1,1,employee,1,15.9,2.4,1.7
pt,8.52186,commuting,2,45-54,higher,1,1,employee,1,15.9,2.4,1.7
pt,8.52186,taking_bringing_persons,2,45-54,higher,1,1,employee,1,15.9,2.4,1.7
walk,0.524269,other,2,18-24,lower,1,0,student,0,15.9,2.4,1.7
car,0.980204,commuting,2,"less than 18",lower,0,0,student,0,15.9,2.4,1.7
pt,2.90889,shopping,2,65-74,higher,0,1,retired/pensioner,1,15.9,2.4,1.7
walk,0.620112,other,2,65-74,higher,0,1,retired/pensioner,1,15.9,2.4,1.7
car,2.90889,shopping,2,65-74,middle,1,0,retired/pensioner,0,15.9,2.4,1.7
walk,0.620112,other,2,65-74,middle,1,0,retired/pensioner,0,15.9,2.4,1.7
walk,0.306302,shopping,1,35-44,middle,1,1,unemployed,0,14.9,0,1.7
pt,0.804302,taking_bringing_persons,3,45-54,higher,0,1,employee,1,18.4,0,2.2
pt,10.547,commuting,3,45-54,higher,0,1,employee,1,18.4,0,2.2
pt,2.89201,personal_errants,3,45-54,higher,0,1,employee,1,18.4,0,2.2
pt,8.65459,taking_bringing_persons,3,45-54,higher,0,1,employee,1,18.4,0,2.2
pt,9.88581,commuting,3,35-44,higher,1,1,employee,1,18.4,0,2.2
car,0.804302,commuting,3,"less than 18",lower,0,0,student,1,18.4,0,2.2
walk,0.804302,commuting,3,"less than 18",lower,0,0,student,1,18.4,0,2.2
walk,0.804302,taking_bringing_persons,2,45-54,higher,1,1,"family caregiver",1,18.8,0.2,1.1
bike,0.804302,taking_bringing_persons,2,45-54,higher,1,1,"family caregiver",1,18.8,0.2,1.1
pt,1.21783,shopping,2,45-54,higher,1,1,"family caregiver",1,18.8,0.2,1.1
pt,1.87725,taking_bringing_persons,2,45-54,higher,1,1,"family caregiver",1,18.8,0.2,1.1
pt,0.804302,taking_bringing_persons,2,45-54,higher,1,1,"family caregiver",1,18.8,0.2,1.1
pt,15.7042,commuting,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
walk,0.804302,commuting,2,"less than 18",lower,0,0,student,1,18.8,0.2,1.1
walk,0.244075,other,2,"less than 18",lower,0,0,student,1,18.8,0.2,1.1
walk,0.804302,commuting,2,"less than 18",lower,1,0,student,1,18.8,0.2,1.1
car,0.804302,commuting,2,"less than 18",lower,1,0,student,1,18.8,0.2,1.1
bike,0.804302,commuting,2,"less than 18",lower,1,0,student,1,18.8,0.2,1.1
pt,12.9999,commuting,1,55-64,higher,0,1,employee,1,14.9,0,1.7
pt,8.24995,commuting,1,45-54,higher,1,1,employee,1,14.9,0,1.7
car,2.07872,commuting,1,"less than 18",lower,0,0,student,1,14.9,0,1.7
pt,2.07872,commuting,1,"less than 18",lower,0,0,student,1,14.9,0,1.7
car,1.8631,shopping,3,45-54,higher,1,1,"family caregiver",1,18.4,0,2.2
pt,26.1437,commuting,3,45-54,higher,0,1,employee,1,18.4,0,2.2
car,1.57833,commuting,3,"less than 18",lower,0,0,student,1,18.4,0,2.2
pt,8.99899,commuting,4,35-44,higher,0,1,employee,1,18.7,0,2.5
pt,0.829165,taking_bringing_persons,4,35-44,lower,1,1,"family caregiver",1,18.7,0,2.5
pt,1.26115,other,4,35-44,lower,1,1,"family caregiver",1,18.7,0,2.5
pt,1.74203,shopping,4,35-44,lower,1,1,"family caregiver",1,18.7,0,2.5
pt,2.27685,shopping,4,35-44,lower,1,1,"family caregiver",1,18.7,0,2.5
walk,0.829165,personal_errants,4,35-44,lower,1,1,"family caregiver",1,18.7,0,2.5
walk,0.603802,taking_bringing_persons,4,35-44,lower,1,1,"family caregiver",1,18.7,0,2.5
walk,0.524699,taking_bringing_persons,4,35-44,lower,1,1,"family caregiver",1,18.7,0,2.5
car,0.829165,commuting,4,"less than 18",lower,0,0,student,1,18.7,0,2.5
walk,0.603802,other,4,"less than 18",lower,0,0,student,1,18.7,0,2.5
walk,0.524699,other,4,"less than 18",lower,0,0,student,1,18.7,0,2.5
pt,8.96546,commuting,1,45-54,higher,1,1,employee,1,14.9,0,1.7
pt,2.76973,commuting,1,"less than 18",lower,1,0,student,1,14.9,0,1.7
car,0.607451,other,1,"less than 18",lower,1,0,student,1,14.9,0,1.7
pt,14.3614,commuting,1,"less than 18",lower,1,0,student,1,14.9,0,1.7
pt,19.9547,commuting,2,25-34,higher,1,1,employee,1,18.6,0.1,0
pt,2.54178,personal_errants,2,25-34,higher,1,1,employee,1,18.6,0.1,0
car,7.47975,personal_errants,4,"more than 74",lower,1,0,"family caregiver",1,20,0,1.1
pt,7.47975,personal_errants,4,"more than 74",lower,1,0,"family caregiver",1,20,0,1.1
car,4.68424,personal_errants,4,"more than 74",lower,1,0,"family caregiver",1,20,0,1.1
pt,7.47975,taking_bringing_persons,4,65-74,lower,0,1,retired/pensioner,1,20,0,1.1
pt,7.47975,personal_errants,4,65-74,lower,0,1,retired/pensioner,1,20,0,1.1
pt,4.68424,personal_errants,4,65-74,lower,0,1,retired/pensioner,1,20,0,1.1
pt,0.781425,personal_errants,3,35-44,higher,1,1,employee,1,18.4,0,2.2
pt,22.4886,commuting,3,35-44,higher,1,1,employee,1,18.4,0,2.2
pt,21.9871,shopping,3,35-44,higher,1,1,employee,1,18.4,0,2.2
pt,0.135362,shopping,3,35-44,higher,1,1,employee,1,18.4,0,2.2
car,0.781425,commuting,3,"less than 18",lower,1,0,student,1,18.4,0,2.2
car,0.781425,commuting,3,"less than 18",lower,0,0,student,1,18.4,0,2.2
pt,3.47453,personal_errants,1,45-54,higher,0,1,employee,1,14.9,0,1.7
pt,3.47453,taking_bringing_persons,1,45-54,higher,0,1,employee,1,14.9,0,1.7
walk,0.500104,other,1,45-54,higher,0,1,employee,1,14.9,0,1.7
walk,0.500104,commuting,1,45-54,higher,0,1,employee,1,14.9,0,1.7
car,3.47453,commuting,1,"less than 18",lower,0,0,student,1,14.9,0,1.7
pt,1.49741,personal_errants,1,35-44,higher,1,1,employee,1,14.9,0,1.7
walk,0.0992392,shopping,1,35-44,higher,1,1,employee,1,14.9,0,1.7
walk,0.135362,shopping,1,35-44,higher,1,1,employee,1,14.9,0,1.7
pt,10.2077,personal_errants,1,65-74,higher,1,0,retired/pensioner,1,17.6,13.5,1.4
pt,10.2077,personal_errants,1,"more than 74",higher,0,1,retired/pensioner,1,17.6,13.5,1.4
walk,1.04153,shopping,3,"more than 74",lower,0,1,retired/pensioner,1,19.1,0,1.9
walk,0.180279,shopping,2,"more than 74",lower,1,0,retired/pensioner,0,18.8,0.2,1.1
pt,1.45178,commuting,4,35-44,lower,0,1,employee,1,20,0,1.1
pt,24.5875,commuting,4,35-44,lower,1,1,employee,1,20,0,1.1
pt,2.60117,shopping,3,65-74,lower,0,1,retired/pensioner,1,19.1,0,1.9
car,2.60117,shopping,3,55-64,lower,1,0,"family caregiver",0,19.1,0,1.9
pt,19.1636,commuting,4,35-44,middle,0,1,employee,1,21.7,28.9,0
pt,19.2866,personal_errants,4,35-44,middle,0,1,employee,1,21.7,28.9,0
pt,0.124509,taking_bringing_persons,4,35-44,middle,0,1,employee,1,21.7,28.9,0
pt,0.124509,taking_bringing_persons,4,35-44,middle,1,1,employee,1,21.7,28.9,0
pt,9.87552,commuting,4,35-44,middle,1,1,employee,1,21.7,28.9,0
pt,9.77187,commuting,4,35-44,middle,1,1,employee,1,21.7,28.9,0
car,0.124509,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
car,0.124509,commuting,4,"less than 18",lower,1,0,student,1,21.7,28.9,0
car,0.496276,taking_bringing_persons,4,35-44,higher,0,1,employee,1,21.7,28.9,0
car,0.427225,taking_bringing_persons,4,35-44,higher,0,1,employee,1,21.7,28.9,0
car,10.5894,commuting,4,35-44,higher,0,1,employee,1,21.7,28.9,0
car,10.7679,commuting,4,35-44,higher,0,1,employee,1,21.7,28.9,0
walk,0.284646,other,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,13.3885,commuting,4,35-44,middle,1,1,employee,1,21.7,28.9,0
walk,0.284646,other,4,35-44,middle,1,1,employee,1,21.7,28.9,0
car,0.232119,commuting,4,"less than 18",lower,0,0,student,1,21.7,28.9,0
walk,0.232119,commuting,4,"less than 18",lower,0,0,student,0,21.7,28.9,0
walk,0.284646,other,4,"less than 18",lower,0,0,student,0,21.7,28.9,0
walk,0.0896917,shopping,4,55-64,lower,0,0,employee,0,14.4,0,1.9
walk,0.0896917,shopping,4,55-64,lower,1,1,employee,0,14.4,0,1.9
pt,1.22964,commuting,4,35-44,middle,0,1,employee,1,17.8,0,0
pt,12.4354,commuting,4,35-44,higher,1,1,employee,1,17.8,0,0
walk,0.248889,shopping,1,55-64,lower,0,1,retired/pensioner,1,15.5,13.8,0
walk,0.175248,other,1,55-64,lower,1,1,employee,1,15.5,13.8,0
pt,0.916967,taking_bringing_persons,3,35-44,middle,1,1,employee,1,18.4,0,2.2
pt,24.6189,commuting,3,35-44,middle,1,1,employee,1,18.4,0,2.2
pt,25.2292,commuting,3,35-44,middle,1,1,employee,1,18.4,0,2.2
walk,0.916967,personal_errants,3,35-44,middle,1,1,employee,1,18.4,0,2.2
walk,0.916967,taking_bringing_persons,3,35-44,middle,1,1,employee,1,18.4,0,2.2
car,0.916967,commuting,3,"less than 18",lower,0,0,student,0,18.4,0,2.2
walk,0.916967,commuting,3,"less than 18",lower,0,0,student,0,18.4,0,2.2
pt,29.472,commuting,2,45-54,middle,0,1,employee,1,18.8,0.2,1.1
pt,12.383,commuting,2,45-54,lower,1,1,employee,1,18.8,0.2,1.1
walk,0.489608,commuting,2,18-24,lower,1,0,student,0,18.8,0.2,1.1
walk,0.489608,commuting,2,"less than 18",lower,1,0,student,0,18.8,0.2,1.1
pt,15.223,commuting,1,35-44,lower,1,1,employee,1,17.6,13.5,1.4
walk,0.261414,taking_bringing_persons,1,35-44,middle,0,1,unemployed,1,17.6,13.5,1.4
walk,0.261414,taking_bringing_persons,1,35-44,middle,0,1,unemployed,0,17.6,13.5,1.4
walk,0.765446,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
walk,0.261414,commuting,1,"less than 18",lower,0,0,student,1,17.6,13.5,1.4
walk,0.261414,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
pt,14.3935,commuting,1,45-54,lower,1,1,employee,1,19,5.6,0.8
walk,0.252764,commuting,1,"less than 18",lower,1,0,student,0,19,5.6,0.8
walk,1.34353,shopping,4,45-54,lower,0,1,retired/pensioner,1,21.7,28.9,0
walk,1.806,taking_bringing_persons,2,25-34,lower,0,1,employee,1,18.8,0.2,1.1
walk,0.207272,personal_errants,2,25-34,lower,1,0,unemployed,0,18.8,0.2,1.1
walk,0.207272,taking_bringing_persons,2,25-34,lower,1,0,unemployed,0,18.8,0.2,1.1
walk,1.806,taking_bringing_persons,2,25-34,lower,1,0,unemployed,0,18.8,0.2,1.1
walk,0.207272,commuting,2,35-44,lower,1,0,student,0,18.8,0.2,1.1
walk,1.806,other,2,35-44,lower,1,0,student,0,18.8,0.2,1.1
walk,1.02386,personal_errants,1,65-74,lower,0,0,retired/pensioner,0,14.9,0,1.7
walk,0.740975,shopping,1,65-74,lower,0,0,retired/pensioner,0,14.9,0,1.7
pt,3.90753,personal_errants,4,35-44,lower,0,0,unemployed,0,20,0,1.1
pt,35.7171,shopping,4,25-34,lower,1,0,unemployed,0,20,0,1.1
walk,0.740975,taking_bringing_persons,4,35-44,lower,1,0,unemployed,0,20,0,1.1
pt,3.90753,personal_errants,4,35-44,lower,1,0,unemployed,0,20,0,1.1
walk,0.740975,personal_errants,4,35-44,lower,1,0,unemployed,0,20,0,1.1
walk,0.197097,other,4,35-44,lower,1,0,unemployed,0,20,0,1.1
walk,0.740975,commuting,4,"less than 18",lower,0,0,student,0,20,0,1.1
walk,0.197097,other,4,"less than 18",lower,0,0,student,0,20,0,1.1
walk,0.390598,commuting,3,55-64,higher,0,1,employee,1,20.8,0.3,1.4
pt,6.38732,commuting,3,55-64,lower,1,0,employee,1,20.8,0.3,1.4
pt,13.5107,personal_errants,3,65-74,higher,1,1,retired/pensioner,1,20.8,0.3,1.4
walk,0.370244,shopping,3,65-74,higher,0,1,retired/pensioner,1,20.8,0.3,1.4
walk,1.16035,commuting,1,55-64,lower,1,0,employee,0,14.9,0,1.7
walk,1.02354,other,1,25-34,middle,0,1,unemployed,1,14.9,0,1.7
pt,14.4752,commuting,3,55-64,lower,0,1,employee,1,19.1,0,1.9
pt,14.4752,commuting,3,55-64,lower,0,1,employee,0,19.1,0,1.9
pt,1.89765,commuting,3,25-34,middle,1,1,employee,1,19.1,0,1.9
walk,0.616914,shopping,1,65-74,lower,1,0,retired/pensioner,0,17.6,13.5,1.4
walk,0.175321,other,4,"more than 74",lower,0,1,retired/pensioner,0,17.8,0,0
pt,0.504256,other,4,65-74,lower,1,0,retired/pensioner,0,14.4,0,1.9
walk,0.119551,shopping,1,"more than 74",lower,0,1,retired/pensioner,0,17.6,13.5,1.4
walk,1.12045,other,4,65-74,lower,0,1,retired/pensioner,0,14.4,0,1.9
walk,1.19338,taking_bringing_persons,4,65-74,lower,0,1,retired/pensioner,0,14.4,0,1.9
walk,0.249979,taking_bringing_persons,4,65-74,lower,0,1,retired/pensioner,0,14.4,0,1.9
walk,0.884126,taking_bringing_persons,4,65-74,lower,1,0,retired/pensioner,0,14.4,0,1.9
walk,0.435124,shopping,4,65-74,lower,1,0,retired/pensioner,0,14.4,0,1.9
walk,0.695652,shopping,4,65-74,lower,1,0,retired/pensioner,0,14.4,0,1.9
walk,0.249979,personal_errants,4,65-74,lower,1,0,retired/pensioner,0,14.4,0,1.9
pt,17.8457,commuting,4,55-64,lower,1,1,employee,1,14.4,0,1.9
pt,20.6978,commuting,4,45-54,lower,0,1,employee,1,14.4,0,1.9
walk,1.0378,commuting,4,18-24,middle,1,1,student,1,14.4,0,1.9
pt,20.3261,commuting,3,45-54,lower,1,0,employee,0,20.8,0.3,1.4
pt,24.522,commuting,3,25-34,middle,1,1,employee,1,20.8,0.3,1.4
pt,17.1688,commuting,3,35-44,middle,1,0,employee,0,14.8,0.2,0
pt,3.1094,commuting,3,35-44,lower,0,1,employee,1,14.8,0.2,0
walk,0.121721,shopping,3,45-54,lower,1,0,unemployed,0,20.8,0.3,1.4
pt,6.89381,commuting,3,25-34,lower,0,1,employee,1,20.8,0.3,1.4
pt,2.41088,other,1,25-34,middle,0,1,unemployed,1,14.9,0,1.7
walk,5.49918,taking_bringing_persons,4,45-54,lower,1,1,unemployed,1,17.8,0,0
walk,5.63518,other,4,45-54,lower,1,1,unemployed,1,17.8,0,0
walk,0.13878,other,4,45-54,lower,1,1,unemployed,1,17.8,0,0
walk,5.49918,taking_bringing_persons,4,45-54,middle,0,1,employee,1,17.8,0,0
walk,5.63518,other,4,45-54,middle,0,1,employee,1,17.8,0,0
walk,0.13878,other,4,45-54,middle,0,1,employee,1,17.8,0,0
walk,5.24532,taking_bringing_persons,4,45-54,middle,0,1,employee,1,17.8,0,0
walk,0.671812,other,4,45-54,middle,0,1,employee,1,17.8,0,0
walk,0.671812,personal_errants,4,45-54,middle,0,1,employee,1,17.8,0,0
pt,0.93695,commuting,4,"less than 18",lower,0,0,student,0,17.8,0,0
walk,5.24532,commuting,4,"less than 18",lower,0,0,student,0,17.8,0,0
walk,0.383333,taking_bringing_persons,1,55-64,lower,0,1,employee,1,14.9,0,1.7
walk,0.383333,personal_errants,1,55-64,lower,0,1,employee,1,14.9,0,1.7
car,1.34959,commuting,1,"less than 18",lower,0,0,student,0,14.9,0,1.7
pt,1.34959,commuting,1,"less than 18",lower,0,0,student,0,14.9,0,1.7
walk,0.383333,commuting,1,"less than 18",lower,0,0,student,0,14.9,0,1.7
pt,10.4374,personal_errants,1,55-64,lower,1,1,retired/pensioner,1,19,5.6,0.8
walk,0.783345,other,4,"more than 74",lower,0,0,retired/pensioner,0,14.4,0,1.9
walk,0.968635,other,4,"more than 74",lower,0,0,retired/pensioner,0,14.4,0,1.9
walk,0.476372,shopping,4,"more than 74",lower,1,0,retired/pensioner,0,14.4,0,1.9
walk,1.07731,other,1,65-74,lower,1,0,retired/pensioner,0,14.9,0,1.7
pt,4.43945,personal_errants,3,65-74,lower,0,0,retired/pensioner,0,18.4,0,2.2
pt,4.43945,personal_errants,3,65-74,lower,1,0,retired/pensioner,0,18.4,0,2.2
pt,10.2201,commuting,1,45-54,lower,1,1,employee,0,14.9,0,1.7
walk,1.41987,other,1,"more than 74",lower,0,1,retired/pensioner,1,19,5.6,0.8
walk,1.41987,other,1,"more than 74",lower,1,0,retired/pensioner,1,19,5.6,0.8
walk,0.519104,other,4,55-64,middle,0,1,other,1,17.8,0,0
walk,0.484384,other,4,55-64,middle,0,1,other,1,17.8,0,0
pt,15.9069,commuting,4,55-64,higher,1,1,employee,1,17.8,0,0
pt,7.29527,other,2,25-34,lower,1,1,other,1,18.8,0.2,1.1
pt,7.61115,commuting,2,35-44,middle,0,1,employee,1,18.8,0.2,1.1
pt,0.452368,other,2,55-64,lower,1,1,unemployed,1,18.8,0.2,1.1
pt,13.0206,commuting,2,18-24,middle,1,1,student,1,18.8,0.2,1.1
walk,0.300374,shopping,2,55-64,lower,1,0,"family caregiver",1,18.8,0.2,1.1
pt,2.32395,commuting,2,25-34,lower,1,1,employee,1,18.8,0.2,1.1
pt,22.5993,other,4,65-74,lower,0,1,retired/pensioner,1,14.4,0,1.9
pt,22.5993,other,4,65-74,lower,1,0,retired/pensioner,1,14.4,0,1.9
pt,13.2085,commuting,4,35-44,middle,0,1,employee,1,14.4,0,1.9
pt,17.0496,commuting,1,55-64,higher,1,0,employee,0,14.9,0,1.7
pt,13.2632,commuting,1,55-64,middle,0,1,employee,0,14.9,0,1.7
walk,1.96013,other,1,35-44,middle,0,1,unemployed,1,14.9,0,1.7
walk,0.136929,taking_bringing_persons,4,45-54,lower,0,1,unemployed,1,14.4,0,1.9
walk,0.136929,personal_errants,4,45-54,lower,0,1,unemployed,1,14.4,0,1.9
walk,0.136929,taking_bringing_persons,4,45-54,lower,0,1,unemployed,0,14.4,0,1.9
pt,8.05881,commuting,4,35-44,lower,1,0,employee,0,14.4,0,1.9
walk,0.136929,commuting,4,"less than 18",lower,0,0,employee,0,14.4,0,1.9
walk,0.136929,commuting,4,"less than 18",lower,0,0,student,0,14.4,0,1.9
pt,1.85612,commuting,2,35-44,higher,1,1,employee,1,18.8,0.2,1.1
car,8.04119,commuting,2,35-44,middle,0,1,employee,1,18.8,0.2,1.1
walk,0.172169,commuting,2,"less than 18",lower,1,0,student,1,18.8,0.2,1.1
walk,0.571047,taking_bringing_persons,1,35-44,lower,0,1,employee,1,14.9,0,1.7
walk,0.571047,personal_errants,1,35-44,lower,0,1,employee,1,14.9,0,1.7
walk,1.67582,commuting,1,35-44,lower,1,0,employee,0,14.9,0,1.7
walk,0.868749,commuting,1,"less than 18",lower,1,0,student,0,14.9,0,1.7
walk,0.571047,commuting,1,"less than 18",lower,0,0,student,0,14.9,0,1.7
walk,0.139941,personal_errants,4,55-64,lower,1,0,retired/pensioner,0,21.7,28.9,0
pt,15.6489,personal_errants,1,45-54,lower,0,1,employee,0,15.5,13.8,0
walk,0.495611,other,1,45-54,lower,0,1,employee,0,15.5,13.8,0
pt,24.3476,commuting,3,25-34,lower,0,1,employee,1,18.4,0,2.2
pt,13.6063,commuting,1,45-54,lower,1,0,employee,0,17.6,13.5,1.4
pt,8.46306,commuting,1,35-44,lower,0,1,employee,0,17.6,13.5,1.4
walk,0.751333,commuting,1,"less than 18",lower,1,0,student,0,17.6,13.5,1.4
pt,48.4732,personal_errants,4,"more than 74",lower,0,1,retired/pensioner,0,14.4,0,1.9
pt,48.4732,taking_bringing_persons,4,"more than 74",lower,0,1,retired/pensioner,0,14.4,0,1.9
pt,30.4048,commuting,4,55-64,higher,0,1,employee,1,21.7,28.9,0
pt,3.63553,other,4,55-64,lower,1,1,unemployed,1,21.7,28.9,0
pt,15.8871,commuting,4,45-54,middle,0,1,employee,1,21.7,28.9,0
pt,0.783278,personal_errants,4,45-54,middle,0,1,employee,1,21.7,28.9,0
pt,0.783278,taking_bringing_persons,4,45-54,middle,0,1,employee,1,21.7,28.9,0
pt,0.783278,taking_bringing_persons,4,45-54,middle,1,1,employee,1,21.7,28.9,0
pt,8.9958,commuting,4,45-54,middle,1,1,employee,1,21.7,28.9,0
